關鍵字,日期和時間,來源,事件識別碼,工作類別
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Administrators
	群組名稱:		Administrators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x684c
	處理程序名稱:		C:\Windows\System32\svchost.exe"
稽核成功,2025/6/26 下午 10:16:32,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已列舉已啟用安全性的本機群組成員資格。

主體:
	安全性識別碼:		SYSTEM
	帳戶名稱:		DESKTOP-UE31B9Q$
	帳戶網域:		WORKGROUP
	登入識別碼:		0x3E7

群組:
	安全性識別碼:		BUILTIN\Backup Operators
	群組名稱:		Backup Operators
	群組網域:		Builtin

處理程序資訊:
	處理程序識別碼:		0x80c
	處理程序名稱:		C:\Windows\System32\VSSVC.exe"
